/usr/local/Cellar/python/2.7.12/Frameworks/Python.framework/Versions/2.7/bin/python2.7 /Users/seanstappas1/PycharmProjects/music-classification/data_loader.py
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: classical
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Expected genre: pop
Predicted genre: metal
Predicted genre: jazz
Predicted genre: classical
Predicted genre: latin
Predicted genre: latin
Predicted genre: classical
Predicted genre: metal
Predicted genre: edm_dance
Predicted genre: edm_dance
Predicted genre: jazz
Predicted genre: edm_dance
Predicted genre: jazz
Predicted genre: latin
Predicted genre: latin
Predicted genre: latin
Predicted genre: latin
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: latin
Predicted genre: metal
Predicted genre: metal
Predicted genre: edm_dance
Predicted genre: latin
Predicted genre: jazz
Predicted genre: classical
Predicted genre: latin
Predicted genre: latin
Predicted genre: edm_dance
Predicted genre: edm_dance
Predicted genre: classical
Predicted genre: edm_dance
Predicted genre: classical
Predicted genre: metal
Predicted genre: jazz
Predicted genre: latin
Predicted genre: rnb
Predicted genre: metal
Predicted genre: metal
Predicted genre: edm_dance
Predicted genre: edm_dance
Predicted genre: latin
Predicted genre: latin
Predicted genre: rnb
Predicted genre: latin
Predicted genre: latin
Predicted genre: metal
Predicted genre: latin
Predicted genre: jazz
Predicted genre: metal
Predicted genre: latin
Predicted genre: edm_dance
Predicted genre: edm_dance
Predicted genre: jazz
Predicted genre: latin
Predicted genre: metal
Predicted genre: metal
Predicted genre: edm_dance
Predicted genre: edm_dance
Predicted genre: country
Predicted genre: metal
Predicted genre: latin
Predicted genre: metal
Predicted genre: latin
Predicted genre: jazz
Predicted genre: latin
Predicted genre: latin
Predicted genre: metal
Predicted genre: jazz
Predicted genre: metal
Predicted genre: jazz
Predicted genre: edm_dance
Predicted genre: metal
Predicted genre: latin
Predicted genre: edm_dance
Expected genre: rnb
Predicted genre: jazz
Predicted genre: edm_dance
Predicted genre: latin
Predicted genre: latin
Predicted genre: jazz
Predicted genre: classical
Predicted genre: latin
Predicted genre: jazz
Predicted genre: latin
Predicted genre: latin
Predicted genre: metal
Predicted genre: edm_dance
Predicted genre: latin
Predicted genre: classical
Predicted genre: latin
Predicted genre: jazz
Predicted genre: latin
Predicted genre: latin
Predicted genre: latin
Predicted genre: latin
Predicted genre: metal
Predicted genre: latin
Predicted genre: metal
Predicted genre: latin
Predicted genre: jazz
Predicted genre: rnb
Predicted genre: rnb
Predicted genre: jazz
Predicted genre: jazz
Predicted genre: classical
Predicted genre: metal
Predicted genre: latin
Predicted genre: latin
Predicted genre: latin
Predicted genre: latin
Predicted genre: jazz
Predicted genre: metal
Predicted genre: latin
Predicted genre: latin
Predicted genre: classical
Predicted genre: metal
Predicted genre: latin
Predicted genre: edm_dance
Predicted genre: classical
Predicted genre: edm_dance
Predicted genre: latin
Predicted genre: rnb
Predicted genre: latin
Predicted genre: latin
Predicted genre: rnb
Predicted genre: latin
Predicted genre: latin
Predicted genre: latin
Predicted genre: jazz
Predicted genre: latin
Predicted genre: latin
Predicted genre: jazz
Predicted genre: classical
Predicted genre: edm_dance
Predicted genre: latin
Predicted genre: latin
Predicted genre: latin
Predicted genre: latin
Predicted genre: classical
Predicted genre: latin
Predicted genre: jazz
Predicted genre: edm_dance
Predicted genre: jazz
Predicted genre: latin
Predicted genre: latin
Predicted genre: jazz
Predicted genre: classical
Predicted genre: edm_dance
Predicted genre: latin
Predicted genre: latin
Expected genre: rock
Predicted genre: metal
Predicted genre: metal
Predicted genre: edm_dance
Predicted genre: country
Predicted genre: metal
Predicted genre: metal
Predicted genre: latin
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: jazz
Predicted genre: metal
Predicted genre: rock
Predicted genre: latin
Predicted genre: metal
Predicted genre: edm_dance
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: edm_dance
Predicted genre: metal
Predicted genre: metal
Predicted genre: jazz
Predicted genre: metal
Predicted genre: metal
Predicted genre: jazz
Predicted genre: metal
Predicted genre: latin
Predicted genre: metal
Predicted genre: metal
Predicted genre: latin
Predicted genre: metal
Predicted genre: rock
Predicted genre: metal
Predicted genre: edm_dance
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: rock
Predicted genre: metal
Predicted genre: metal
Predicted genre: edm_dance
Predicted genre: country
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: metal
Predicted genre: jazz
Predicted genre: country
Predicted genre: metal
Predicted genre: metal
Predicted genre: latin
Predicted genre: metal
Predicted genre: country
Predicted genre: metal
Matched 364 out of 758 songs: 48.0211081794%
Total runtime: 9117.37031198

Process finished with exit code 0
